,label,qid,track,start,end,score,desc
925,Napoleon,Q517,99,1769,1821,220,"French military leader, French Emperor 1804–1814 and again in 1815 (1769–1821)"
926,William Herschel,Q14277,100,1738,1822,102,German-born British astronomer and composer (1738–1822)
927,Lord Byron,Q5679,101,1788,1824,154,English Romantic poet and lyricist (1788–1824)
928,John Adams,Q11806,102,1735,1826,155,"Founding Father, U.S. president from 1797 to 1801"
929,Thomas Jefferson,Q11812,103,1743,1826,165,president of the United States from 1801 to 1809 (1743–1826)
930,Alessandro Volta,Q680,104,1745,1827,108,"Italian physicist, chemist, and pioneer of electricity and power (1745-1827)"
931,Ludwig van Beethoven,Q255,105,1770,1827,218,German composer (1770-1827)
932,Francisco Goya,Q5432,106,1746,1828,165,Spanish painter and printmaker (1746–1828)
933,Franz Schubert,Q7312,107,1797,1828,146,Austrian composer (1797–1828)
934,Joseph Fourier,Q8772,108,1768,1830,120,French mathematician and physicist (1768 – 1830)
935,Simón Bolívar,Q8605,109,1783,1830,154,Venezuelan statesman and military officer (1783–1830)
936,James Monroe,Q11815,110,1758,1831,141,president of the United States from 1817 to 1825 (1758–1831)
937,Georg Wilhelm Friedrich Hegel,Q9235,111,1770,1831,142,German philosopher and theologian (1770–1831)
938,Johann Wolfgang von Goethe,Q5879,112,1749,1832,196,"German writer, artist, natural scientist and politician (1749–1832)"
939,James Madison,Q11813,113,1751,1836,143,President of the United States from 1809 to 1817 (1751–1836)
940,André-Marie Ampère,Q675,114,1775,1836,108,French physicist and mathematician (1775–1836)
941,Alexander Pushkin,Q7200,115,1799,1837,179,"Russian poet, playwright, and novelist (1799–1837)"
942,Andrew Jackson,Q11817,116,1767,1845,140,president of the United States from 1829 to 1837
943,John Quincy Adams,Q11816,117,1767,1848,140,President of the United States from 1825 to 1829
944,Hokusai,Q5586,118,1760,1849,164,Japanese artist (1760-1849)
945,James K. Polk,Q11891,119,1795,1849,133,President of the United States from 1845 to 1849 (1795–1849)
946,Edgar Allan Poe,Q16867,120,1809,1849,154,American writer and literary critic (1809–1849)
947,Frédéric Chopin,Q1268,121,1810,1849,173,Polish composer and pianist (1810–1849)
948,Carl Friedrich Gauss,Q6722,0,1777,1855,164,German mathematician and physicist (1777–1855)
949,Arthur Schopenhauer,Q38193,1,1788,1860,112,German philosopher (1788-1860)
950,Martin Van Buren,Q11820,2,1782,1862,135,president of the United States from 1837 to 1841
951,Abraham Lincoln,Q91,3,1809,1865,208,president of the United States from 1861 to 1865 (1809-1865)
952,Jean-Auguste-Dominique Ingres,Q23380,4,1780,1867,123,French painter (1780–1867)
953,Michael Faraday,Q8750,5,1791,1867,154,British scientist (1791–1867)
954,James Buchanan,Q12325,6,1791,1868,133,president of the United States from 1857 to 1861
955,Charles Dickens,Q5686,7,1812,1870,175,English novelist and social critic (1812–1870)
956,Hans Christian Andersen,Q5673,8,1805,1875,185,Danish writer and poet (1805–1875)
957,James Clerk Maxwell,Q9095,9,1831,1879,139,Scottish physicist (1831–1879)
958,Fyodor Dostoevsky,Q991,10,1821,1881,185,Russian novelist (1821–1881)
959,Charles Darwin,Q1035,11,1809,1882,213,English naturalist and biologist (1809-1882)
960,Richard Wagner,Q1511,12,1813,1883,164,German composer (1813–1883)
961,Karl Marx,Q9061,13,1818,1883,214,German-born philosopher (1818-1883)
962,Victor Hugo,Q535,14,1802,1885,187,"French novelist, poet, dramatist and politician (1802–1885)"
963,Ulysses S. Grant,Q34836,15,1822,1885,139,president of the United States from 1869 to 1877
964,Vincent van Gogh,Q5582,16,1853,1890,218,Dutch painter (1853–1890)
965,Pyotr Ilyich Tchaikovsky,Q7315,17,1840,1893,166,Russian composer (1840–1893)
966,Friedrich Engels,Q34787,18,1820,1895,131,"German philosopher, sociologist and economist (1820–1895)"
967,Louis Pasteur,Q529,19,1822,1895,171,French chemist and microbiologist (1822-1895)
968,Alfred Nobel,Q23810,20,1833,1896,163,Swedish chemist and inventor (1833–1896)
969,Johannes Brahms,Q7294,21,1833,1897,138,German composer (1833–1897)
970,Otto von Bismarck,Q8442,22,1815,1898,164,German statesman and Chancellor (1815-1898)
971,Friedrich Nietzsche,Q9358,23,1844,1900,178,German philosopher (1844-1900)
972,Anton Chekhov,Q5685,24,1860,1904,174,Russian dramatist and author (1860–1904)
973,Dmitri Mendeleev,Q9106,25,1834,1907,160,Russian chemist (1834–1907)
974,Leo Tolstoy,Q7243,26,1828,1910,190,Russian author (1828–1910)
975,Mark Twain,Q7245,27,1835,1910,164,American author and humorist (1835–1910)
976,Octave Mirbeau,Q23441,28,1848,1917,143,"French writer, art critic and journalist (1848–1917)"
977,Sarah Bernhardt,Q4605,29,1844,1923,167,"French stage actress, painter and sculptor (1844–1923)"
978,Woodrow Wilson,Q34296,30,1856,1924,148,president of the United States from 1913 to 1921 (1856–1924)
979,Vladimir Lenin,Q1394,31,1870,1924,213,founding leader of the Soviet Union (1870–1924)
980,Roald Amundsen,Q926,32,1872,1928,165,Norwegian explorer; first person to reach the South Pole (1872–1928)
981,Thomas Edison,Q8743,33,1847,1931,193,American inventor and businessman (1847–1931)
982,Marie Curie,Q7186,34,1867,1934,197,Polish-French physicist and chemist (1867–1934)
983,Mustafa Kemal Atatürk,Q5152,35,1881,1938,212,founding father of the Republic of Turkey (c. 1881–1938)
984,Sigmund Freud,Q9215,36,1856,1939,193,Austrian neurologist and founder of psychoanalysis (1856–1939)
985,Rabindranath Tagore,Q7241,37,1861,1941,167,"Bengali poet, philosopher and polymath (1861–1941)"
986,Nikola Tesla,Q9036,38,1856,1943,175,Serbian-American engineer and inventor (1856–1943)
987,Franklin D. Roosevelt,Q8007,39,1882,1945,190,president of the United States from 1933 to 1945 (1882–1945)
988,Adolf Hitler,Q352,40,1889,1945,248,"dictator of Germany from 1933 to 1945, main instigator of World War II (1889–1945)"
989,Max Planck,Q9021,41,1858,1947,149,German theoretical physicist (1858–1947)
990,Mahatma Gandhi,Q1001,42,1869,1948,207,Indian independence activist (1869–1948)
991,George Orwell,Q3335,43,1903,1950,151,British writer and journalist (1903–1950)
992,Joseph Stalin,Q855,44,1878,1953,210,leader of the Soviet Union from 1924 to 1953
993,Henri Matisse,Q5589,45,1869,1954,157,French artist (1869-1954)
994,Frida Kahlo,Q5588,46,1907,1954,174,Mexican painter (1907–1954)
995,Alan Turing,Q7251,47,1912,1954,164,English computer scientist (1912–1954)
996,Albert Einstein,Q937,48,1879,1955,237,german-born theoretical physicist (1879–1955)
997,Ernest Hemingway,Q23434,49,1899,1961,152,American author and journalist (1899–1961)
998,Marilyn Monroe,Q4616,50,1926,1962,202,American actress and model (1926–1962)
999,John F. Kennedy,Q9696,51,1917,1963,178,president of the United States from 1961 to 1963 (1917–1963)
1000,Winston Churchill,Q8016,52,1874,1965,183,"British statesman, soldier and writer (1874–1965)"
1001,Walt Disney,Q8704,53,1901,1966,177,"American animator, producer, director, screenwriter, voice actor and entrepreneur, founder of The Walt Disney Company (1901–1966)"
1002,Che Guevara,Q5809,54,1928,1967,176,Argentine Marxist revolutionary (1928–1967)
1003,Martin Luther King Jr.,Q8027,55,1929,1968,187,American Baptist minister and civil rights leader (1929–1968)
1004,Yuri Gagarin,Q7327,56,1934,1968,174,"Soviet pilot and cosmonaut, first human in space (1934–1968)"
1005,Charles de Gaulle,Q2042,57,1890,1970,173,French general and statesman (1890–1970)
1006,Pablo Picasso,Q5593,58,1881,1973,212,Spanish painter and sculptor (1881–1973)
1007,J. R. R. Tolkien,Q892,59,1892,1973,163,English writer and philologist (1892–1973)
1008,Mao Zedong,Q5816,60,1893,1976,185,1st chairman of the Chinese Communist Party and founder of the People's Republic of China (1893–1976)
1009,Charlie Chaplin,Q882,61,1889,1977,203,English comic actor and filmmaker (1889–1977)
1010,Elvis Presley,Q303,62,1935,1977,189,American singer and actor (1935–1977)
1011,Huang Xianfan,Q5208,63,1899,1982,171,"Chinese historian, ethnologist and educator (1899-1982)"
1012,Salvador Dalí,Q5577,64,1904,1989,208,Spanish artist (1904–1989)
1013,Marlene Dietrich,Q4612,65,1901,1992,168,German and American actress and singer (1901–1992)
1014,Richard Nixon,Q9588,66,1913,1994,157,president of the United States from 1969 to 1974 (1913–1994)
1015,Ronald Reagan,Q9960,67,1911,2004,250,president of the United States from 1981 to 1989 and actor (1911-2004)
1016,Michael Jackson,Q2831,68,1958,2009,283,"American singer, songwriter, dancer, and philanthropist (1958–2009)"
1017,Neil Armstrong,Q1615,69,1930,2012,176,American astronaut and lunar explorer (1930–2012)
1018,Nelson Mandela,Q8023,70,1918,2013,234,First President of South Africa and anti-apartheid activist (1918–2013)
1019,Elizabeth II,Q9682,71,1926,2022,215,Queen of the United Kingdom from 1952 to 2022
1020,Mikhail Gorbachev,Q30487,72,1931,2022,160,leader of the Soviet Union from 1985 to 1991 (1931–2022)
1021,Jimmy Carter,Q23685,73,1924,2024,166,president of the United States from 1977 to 1981 (1924–2024)
1022,Pope Francis,Q450675,74,1936,2025,184,266th pope of the Catholic Church (2013–2025)
1023,Joe Biden,Q6279,75,1942,2026,230,46th President of the United States (2021–2025)
1024,Donald Trump,Q22686,76,1946,2026,261,"American businessman and politician (born 1946), President of the United States (2017–2021; since 2025)"
1025,George W. Bush,Q207,77,1946,2026,216,President of the United States from 2001 to 2009
1026,Bill Clinton,Q1124,78,1946,2026,174,President of the United States from 1993 to 2001 (born 1946)
1027,Charles III,Q43274,79,1948,2026,161,King of the United Kingdom since 2022
1028,Vladimir Putin,Q7747,80,1952,2026,233,"2nd and 4th President of Russia (2000-2008, 2012-present), 7th and 11th Prime Minister of Russia (1999-2000, 2008-2012), Director of the Federal Security Service (1998-1999) and Deputy Mayor of Saint Petersburg (1994-1996)"
1029,François Hollande,Q157,81,1954,2026,193,President of France from 2012 to 2017 (born 1954)
1030,Angela Merkel,Q567,82,1954,2026,174,chancellor of Germany from 2005 to 2021 (born 1954)
1031,Bill Gates,Q5284,83,1955,2026,180,"American businessman, investor, and philanthropist (born 1955)"
1032,Naruhito,Q217096,84,1960,2026,183,Emperor of Japan since 2019
1033,Barack Obama,Q76,85,1961,2026,256,president of the United States from 2009 to 2017 (born 1961)
1034,Rafael Correa,Q19581,86,1963,2026,158,President of Ecuador (2007 - 2017) y Prófugo de la Justicia
1035,Kamala Harris,Q10853588,87,1964,2026,163,Vice President of the United States from 2021 to 2025
1036,Jimmy Wales,Q181,88,1966,2026,190,co-founder of Wikipedia (born 1966)
1037,Anna Netrebko,Q78516,89,1971,2026,164,Russian and Austrian operatic soprano
1038,Elon Musk,Q317521,90,1971,2026,160,businessman and entrepreneur (born 1971)
1039,Eminem,Q5608,91,1972,2026,159,American rapper (born 1972)
1040,Emmanuel Macron,Q3052772,92,1977,2026,167,president of France and Co-Prince of Andorra since 2017
1041,Volodymyr Zelenskyy,Q3874799,93,1978,2026,174,President of Ukraine since 2019
1042,Beyoncé,Q36153,94,1981,2026,156,"American singer, songwriter, record producer, and dancer (born 1981)"
1043,Cristiano Ronaldo,Q11571,95,1985,2026,180,Portuguese association football player (born 1985)
1044,Lady Gaga,Q19848,96,1986,2026,173,"American singer, songwriter, and actress (born 1986)"
1045,Lionel Messi,Q615,97,1987,2026,189,Argentine association football player (born 1987)
1046,Corbin Bleu,Q4617,98,1989,2026,219,American actor (born 1989)
1047,Selena Gomez,Q83287,99,1992,2026,158,American singer and actress (born 1992)
1048,Neymar,Q142794,100,1992,2026,141,Brazilian association football player
1049,Ariana Grande,Q151892,101,1993,2026,125,"American singer, songwriter, and actress (born 1993)"
1050,Justin Bieber,Q34086,102,1994,2026,161,Canadian singer and songwriter (born 1994)
1051,Malala Yousafzai,Q32732,103,1997,2026,128,Pakistani children's education activist
